Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
608,57,Male,Gloves,Accessories,33,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Bi-Weekly
609,27,Male,Coat,Outerwear,84,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually
610,64,Male,Backpack,Accessories,70,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly
611,29,Male,Hat,Accessories,69,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14,Debit Card,Monthly
612,42,Male,Hat,Accessories,31,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly
613,49,Male,Handbag,Accessories,38,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,Yes,Yes,8,PayPal,Bi-Weekly
614,49,Male,Shirt,Clothing,75,Alabama,M,Maroon,Spring,5.0,Yes,Standard,Yes,Yes,8,Venmo,Quarterly
615,55,Male,Socks,Clothing,37,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly
616,29,Male,Socks,Clothing,65,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually
617,60,Male,Dress,Clothing,84,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38,Cash,Annually
618,34,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly
619,28,Male,Hoodie,Clothing,72,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly
620,46,Male,Shorts,Clothing,77,Louisiana,S,Purple,Spring,4.0,Yes,Next Day Air,Yes,Yes,37,PayPal,Monthly
621,53,Male,Handbag,Accessories,60,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly
622,50,Male,Pants,Clothing,66,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
623,33,Male,Handbag,Accessories,69,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Monthly
624,22,Male,Sweater,Clothing,52,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
625,50,Male,Scarf,Accessories,29,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Monthly
626,24,Male,Pants,Clothing,50,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Bi-Weekly
627,69,Male,Backpack,Accessories,35,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Monthly
628,39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually
629,42,Male,Socks,Clothing,93,Arizona,XL,Black,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually
630,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly
631,29,Male,Socks,Clothing,54,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Quarterly
632,55,Male,Belt,Accessories,40,Nevada,L,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually
633,25,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Monthly
634,32,Male,Shorts,Clothing,53,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,Venmo,Quarterly
635,43,Male,Boots,Footwear,37,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly
636,41,Male,Dress,Clothing,45,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Bi-Weekly
637,56,Male,Jeans,Clothing,61,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly
638,27,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly
639,46,Male,Shoes,Footwear,86,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Quarterly
640,48,Male,Boots,Footwear,71,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Monthly
641,52,Male,Scarf,Accessories,58,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Monthly
642,18,Male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,Quarterly
643,64,Male,Boots,Footwear,36,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly
644,54,Male,Handbag,Accessories,30,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually
645,31,Male,Shirt,Clothing,77,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,Bi-Weekly
646,30,Male,Hat,Accessories,69,West Virginia,L,Teal,Spring,3.0,Yes,Next Day Air,Yes,Yes,27,Venmo,Monthly
647,26,Male,Sweater,Clothing,39,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Bi-Weekly
648,25,Male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Monthly
649,59,Male,Shirt,Clothing,81,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Bi-Weekly
650,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
651,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Bi-Weekly
652,62,Male,Hoodie,Clothing,44,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Monthly
653,35,Male,Shirt,Clothing,74,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,Annually
654,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly
655,61,Male,Blouse,Clothing,84,Georgia,M,White,Spring,3.0,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly
656,54,Male,Dress,Clothing,84,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly
657,31,Male,Shoes,Footwear,41,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Monthly
658,24,Male,Socks,Clothing,77,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Monthly
659,42,Male,Socks,Clothing,72,Idaho,S,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Monthly
660,66,Male,Gloves,Accessories,38,Washington,M,Red,Summer,4.3,Yes,Express,Yes,Yes,47,Cash,Quarterly
661,58,Male,Jacket,Outerwear,77,California,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,28,Cash,Monthly
662,43,Male,Handbag,Accessories,53,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Annually
663,52,Male,Backpack,Accessories,64,Nevada,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,18,Credit Card,Weekly
664,35,Male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21,Debit Card,Weekly
665,33,Male,Coat,Outerwear,36,Kentucky,M,Gray,Spring,4.3,Yes,Express,Yes,Yes,49,Credit Card,Annually
666,48,Male,Shirt,Clothing,46,Illinois,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10,Debit Card,Quarterly
667,42,Male,Shirt,Clothing,39,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
668,55,Male,Sweater,Clothing,78,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Monthly
669,59,Male,Shirt,Clothing,77,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,Yes,25,PayPal,Weekly
670,65,Male,Hoodie,Clothing,85,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,Yes,6,PayPal,Weekly
671,59,Male,Sandals,Footwear,38,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,Yes,44,Venmo,Monthly
672,31,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30,Venmo,Bi-Weekly
673,53,Male,Hoodie,Clothing,49,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30,PayPal,Bi-Weekly
674,48,Male,Sandals,Footwear,63,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33,Credit Card,Monthly
675,68,Male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13,Venmo,Bi-Weekly
676,35,Male,Sandals,Footwear,76,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,Bi-Weekly
677,34,Male,Dress,Clothing,75,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,Quarterly
678,21,Male,Pants,Clothing,59,California,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22,Venmo,Bi-Weekly
679,55,Male,Shirt,Clothing,38,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,Yes,47,Debit Card,Monthly
680,43,Male,Shorts,Clothing,75,Missouri,L,Cyan,Fall,3.0,Yes,Standard,Yes,Yes,50,Debit Card,Quarterly
681,19,Male,Jacket,Outerwear,33,Oklahoma,L,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,PayPal,Weekly
682,47,Male,Hoodie,Clothing,88,Wisconsin,M,Teal,Winter,4.0,Yes,Next Day Air,Yes,Yes,7,Debit Card,Bi-Weekly
683,26,Male,Shoes,Footwear,77,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3,Cash,Bi-Weekly
684,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,35,Credit Card,Quarterly
685,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13,PayPal,Monthly
686,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42,PayPal,Monthly
687,51,Male,Jeans,Clothing,64,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal,Annually
688,64,Male,Blouse,Clothing,31,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually
689,67,Male,Sunglasses,Accessories,44,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,Monthly
690,37,Male,Jacket,Outerwear,27,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Monthly
691,40,Male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,Quarterly
692,38,Male,Hat,Accessories,39,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Weekly
693,47,Male,Handbag,Accessories,27,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,Quarterly
694,51,Male,Boots,Footwear,57,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24,Venmo,Quarterly
695,25,Male,Jacket,Outerwear,72,Maine,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,Venmo,Quarterly
696,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,Quarterly
697,41,Male,Belt,Accessories,36,Nebraska,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly
698,64,Male,Handbag,Accessories,40,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45,Venmo,Quarterly
699,23,Male,Sunglasses,Accessories,74,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,Yes,37,Debit Card,Weekly
700,62,Male,Skirt,Clothing,81,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14,PayPal,Quarterly
701,39,Male,Backpack,Accessories,60,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,Yes,25,Debit Card,Bi-Weekly
702,52,Male,Sandals,Footwear,41,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,Venmo,Annually
703,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,Bi-Weekly
704,19,Male,Shorts,Clothing,69,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,Bi-Weekly
705,70,Male,Handbag,Accessories,32,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Monthly
706,49,Male,Scarf,Accessories,62,New Hampshire,S,Gold,Spring,3.6,Yes,Express,Yes,Yes,44,Cash,Annually
707,59,Male,Belt,Accessories,59,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,Weekly
708,52,Male,Gloves,Accessories,36,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Bi-Weekly
709,20,Male,Skirt,Clothing,41,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,Quarterly
710,31,Male,Shorts,Clothing,79,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,Bi-Weekly
711,33,Male,Backpack,Accessories,36,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,Yes,14,Venmo,Bi-Weekly
712,40,Male,Hat,Accessories,54,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
713,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38,Cash,Monthly
714,29,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46,Venmo,Weekly
715,65,Male,Sweater,Clothing,63,Rhode Island,M,Peach,Summer,4.0,Yes,Standard,Yes,Yes,20,PayPal,Annually
716,54,Male,Hat,Accessories,73,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly
717,60,Male,Scarf,Accessories,43,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34,Cash,Bi-Weekly
718,43,Male,Hat,Accessories,29,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Bi-Weekly
719,44,Male,Jacket,Outerwear,52,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,Yes,3,PayPal,Quarterly
720,69,Male,T-shirt,Clothing,89,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46,PayPal,Quarterly
721,46,Male,Dress,Clothing,83,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,Venmo,Annually
722,41,Male,Pants,Clothing,71,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Monthly
723,26,Male,Sunglasses,Accessories,84,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,Quarterly
724,61,Male,Belt,Accessories,31,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly
725,49,Male,Hoodie,Clothing,40,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22,Credit Card,Bi-Weekly
726,43,Male,Dress,Clothing,82,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27,Venmo,Quarterly
727,31,Male,Dress,Clothing,37,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,Monthly
728,49,Male,Jeans,Clothing,49,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,Venmo,Bi-Weekly
729,69,Male,Sweater,Clothing,69,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,Quarterly
730,65,Male,Shorts,Clothing,47,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Monthly
731,37,Male,Belt,Accessories,66,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,Weekly
732,70,Male,Coat,Outerwear,31,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly
733,63,Male,Sneakers,Footwear,40,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13,Credit Card,Bi-Weekly
734,55,Male,Shirt,Clothing,39,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
735,52,Male,Socks,Clothing,83,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37,Cash,Quarterly
736,22,Male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Bi-Weekly
737,54,Male,Jeans,Clothing,68,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,Monthly
738,28,Male,Sneakers,Footwear,68,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8,Venmo,Monthly
739,67,Male,Dress,Clothing,42,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,Quarterly
740,59,Male,Boots,Footwear,74,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Debit Card,Monthly
741,26,Male,T-shirt,Clothing,93,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,Monthly
742,24,Male,Coat,Outerwear,43,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24,Bank Transfer,Monthly
743,70,Male,Sneakers,Footwear,64,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,Bi-Weekly
744,45,Male,Jeans,Clothing,62,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Bi-Weekly
745,31,Male,Shoes,Footwear,74,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly
746,32,Male,Shorts,Clothing,39,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly
747,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Quarterly
748,26,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Monthly
749,54,Male,Belt,Accessories,72,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,Yes,39,Cash,Monthly
750,46,Male,Coat,Outerwear,31,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly
751,57,Male,Blouse,Clothing,37,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Cash,Quarterly
752,49,Male,Hat,Accessories,75,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,Yes,11,Venmo,Quarterly
753,33,Male,Jeans,Clothing,51,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,Yes,49,Venmo,Bi-Weekly
754,54,Male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly
755,47,Male,Dress,Clothing,66,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Bi-Weekly
756,36,Male,Hat,Accessories,56,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28,PayPal,Bi-Weekly
757,68,Male,Sunglasses,Accessories,35,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly
758,55,Male,Dress,Clothing,80,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,PayPal,Bi-Weekly
759,38,Male,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly
760,70,Male,Sneakers,Footwear,33,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,Credit Card,Monthly
761,36,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Yes,Standard,Yes,Yes,12,Cash,Monthly
762,18,Male,Jewelry,Accessories,33,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,Yes,Yes,20,Venmo,Quarterly
763,62,Male,Boots,Footwear,52,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
764,29,Male,Sunglasses,Accessories,49,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,Yes,26,Debit Card,Monthly
765,21,Male,Boots,Footwear,53,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly
766,42,Male,Sandals,Footwear,41,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,Yes,12,Venmo,Monthly
767,43,Male,Boots,Footwear,45,Delaware,L,Black,Spring,5.0,Yes,Store Pickup,Yes,Yes,10,Credit Card,Annually
768,58,Male,Dress,Clothing,60,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,Yes,19,Cash,Annually
769,27,Male,Hoodie,Clothing,41,Georgia,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,Cash,Weekly
770,57,Male,Shorts,Clothing,72,North Carolina,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Quarterly
771,40,Male,Coat,Outerwear,38,California,S,Pink,Fall,3.2,Yes,Express,Yes,Yes,37,PayPal,Bi-Weekly
772,45,Male,Jeans,Clothing,81,California,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,Yes,4,Cash,Bi-Weekly
773,47,Male,Sunglasses,Accessories,52,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,Yes,15,Credit Card,Weekly
774,61,Male,Sneakers,Footwear,41,Colorado,L,Gold,Winter,3.0,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
775,60,Male,Jacket,Outerwear,72,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly
776,69,Male,Skirt,Clothing,80,North Carolina,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Bi-Weekly
777,58,Male,Sweater,Clothing,45,Washington,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly
778,34,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,Yes,Express,Yes,Yes,50,Credit Card,Quarterly
779,20,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Yes,Express,Yes,Yes,34,Cash,Monthly
780,56,Male,Gloves,Accessories,25,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33,Credit Card,Weekly
781,56,Male,Boots,Footwear,78,Maryland,S,Magenta,Spring,4.0,Yes,Free Shipping,Yes,Yes,39,PayPal,Quarterly
782,27,Male,Belt,Accessories,27,Maryland,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,Yes,47,Credit Card,Quarterly
783,35,Male,Coat,Outerwear,69,Texas,S,Red,Summer,3.2,Yes,Standard,Yes,Yes,37,PayPal,Bi-Weekly
784,24,Male,Hat,Accessories,30,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40,Venmo,Monthly
785,26,Male,Shoes,Footwear,68,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,Yes,8,Credit Card,Monthly
786,32,Male,Handbag,Accessories,65,West Virginia,M,Gray,Fall,5.0,Yes,Express,Yes,Yes,12,Bank Transfer,Annually
787,54,Male,Scarf,Accessories,71,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
788,62,Male,Handbag,Accessories,32,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,Yes,Yes,48,PayPal,Weekly
789,70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly
790,48,Male,Sunglasses,Accessories,48,Washington,S,Yellow,Spring,4.8,Yes,Store Pickup,Yes,Yes,24,Cash,Weekly
791,20,Male,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,Yes,Standard,Yes,Yes,40,Bank Transfer,Monthly
792,46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,Yes,50,Debit Card,Weekly
793,51,Male,Sandals,Footwear,70,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,Yes,25,Cash,Weekly
794,53,Male,Shoes,Footwear,48,New York,L,Violet,Fall,3.2,Yes,Express,Yes,Yes,20,Debit Card,Bi-Weekly
795,44,Male,Jewelry,Accessories,65,Idaho,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Weekly
796,29,Male,Sandals,Footwear,81,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
797,64,Male,Pants,Clothing,35,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Monthly
798,56,Male,Hat,Accessories,43,Ohio,M,Green,Fall,4.0,Yes,Store Pickup,Yes,Yes,3,Cash,Monthly
799,33,Male,Backpack,Accessories,64,Tennessee,M,Black,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Annually
800,43,Male,Backpack,Accessories,79,New York,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,Yes,5,Debit Card,Monthly
801,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly
802,58,Male,Gloves,Accessories,37,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2,Credit Card,Annually
803,41,Male,Scarf,Accessories,70,New Mexico,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually
804,39,Male,Hoodie,Clothing,45,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,Yes,11,Venmo,Annually
805,54,Male,Jeans,Clothing,39,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Monthly
